 The system contains         2916  particles.
 Step; Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
         932 ;   161.17924140449941      ;  -24117.254348828956      ;  -23956.075107424454      ;   4.4038351462343464      ;   2.0638129227274284E-031 ;   5.2462420864494055E-002 ;  0.55961648537656539     
         933 ;   161.53062812857547      ;  -24117.605998347150      ;  -23956.075370218576      ;   4.4134359434084862      ;   1.3842720545753649E-032 ;   5.2575821499916880E-002 ;  0.55865640565915142     
         934 ;   161.88698058196863      ;  -24117.965045703913      ;  -23956.078065121943      ;   4.4231724171939728      ;   1.3358642413332613E-031 ;   5.2691543017326543E-002 ;  0.55768275828060276     
         935 ;   162.24818823004131      ;  -24118.325108380977      ;  -23956.076920150936      ;   4.4330415474976643      ;   1.1757387535448040E-030 ;   5.2808099833257155E-002 ;  0.55669584525023352     
         936 ;   162.61413874515981      ;  -24118.691705825258      ;  -23956.077567080098      ;   4.4430402652371086      ;   1.9581555869957895E-031 ;   5.2926174036003047E-002 ;  0.55569597347628918     
         937 ;   162.98471821433282      ;  -24119.063188286564      ;  -23956.078470072232      ;   4.4531654580137729      ;   5.4798968171545528E-031 ;   5.3045728653859911E-002 ;  0.55468345419862275     
         938 ;   163.35981126143864      ;  -24119.437904441125      ;  -23956.078093179687      ;   4.4634139734526022      ;   1.7987208185268931E-031 ;   5.3166726123787686E-002 ;  0.55365860265473976     
         939 ;   163.73930107028886      ;  -24119.819705310849      ;  -23956.080404240562      ;   4.4737826198321820      ;   2.1054192179423371E-032 ;   5.3286640626562035E-002 ;  0.55262173801678183     
         940 ;   164.12307002928983      ;  -24120.200921713295      ;  -23956.077851684004      ;   4.4842681836985667      ;   3.3223770993037648E-031 ;   5.3410469407913254E-002 ;  0.55157318163014335     
         941 ;   164.51099928623191      ;  -24120.589882484441      ;  -23956.078883198210      ;   4.4948674177009575      ;   5.4044738075766220E-031 ;   5.3535629578660489E-002 ;  0.55051325822990427     
         942 ;   164.90296854791148      ;  -24120.981603271546      ;  -23956.078634723635      ;   4.5055770351168629      ;   1.0960282381963031E-030 ;   5.3662080108732531E-002 ;  0.54944229648831366     
         943 ;   165.29885634326891      ;  -24121.378778525948      ;  -23956.079922182678      ;   4.5163937170417077      ;   3.0953339999613244E-031 ;   5.3790134901644214E-002 ;  0.54836062829582921     
         944 ;   165.69854021215028      ;  -24121.778341955232      ;  -23956.079801743082      ;   4.5273141175462950      ;   3.9597542357275239E-031 ;   5.3918957717988984E-002 ;  0.54726858824537050     
         945 ;   166.10189609290828      ;  -24122.184521499559      ;  -23956.082625406652      ;   4.5383348469444718      ;   6.7902900405504701E-032 ;   5.4049943067100793E-002 ;  0.54616651530555282     
         946 ;   166.50879881084902      ;  -24122.592327923747      ;  -23956.083529112897      ;   4.5494524851387643      ;   1.1042341792117505E-031 ;   5.4181264365400474E-002 ;  0.54505475148612359     
         947 ;   166.91912317146776      ;  -24123.001764065342      ;  -23956.082640893874      ;   4.5606636114904138      ;   2.1411717692967851E-031 ;   5.4315172254660572E-002 ;  0.54393363885095858     
         948 ;   167.33274271953940      ;  -24123.413727523428      ;  -23956.080984803888      ;   4.5719647709145121      ;   3.1713672836368590E-031 ;   5.4445407843938920E-002 ;  0.54280352290854883     
         949 ;   167.74952940874306      ;  -24123.828858297300      ;  -23956.079328888558      ;   4.5833524648532826      ;   1.3403019379369438E-031 ;   5.4579657425948315E-002 ;  0.54166475351467169     
         950 ;   168.16935465285749      ;  -24124.246131554679      ;  -23956.076776901820      ;   4.5948231799974728      ;   8.3843999561104957E-032 ;   5.4715186371710231E-002 ;  0.54051768200025274     
         951 ;   168.59208906948726      ;  -24124.666442099482      ;  -23956.074353029995      ;   4.6063733812842811      ;   6.7490767248681099E-031 ;   5.4849990935376347E-002 ;  0.53936266187157189     
         952 ;   169.01760251348810      ;  -24125.093627497135      ;  -23956.076024983646      ;   4.6179995128106315      ;   2.1577310681876205E-031 ;   5.4986792735505205E-002 ;  0.53820004871893690     
         953 ;   169.44576392187329      ;  -24125.520772987260      ;  -23956.075009065386      ;   4.6296979935956095      ;   2.2752127947952419E-032 ;   5.5124561113949415E-002 ;  0.53703020064043905     
         954 ;   169.87644118885851      ;  -24125.948770450119      ;  -23956.072329261260      ;   4.6414652141663648      ;   2.9720533484868579E-031 ;   5.5264094723260986E-002 ;  0.53585347858336352     
         955 ;   170.30950183782900      ;  -24126.379151309859      ;  -23956.069649472029      ;   4.6532975549179945      ;   7.1718302361175551E-031 ;   5.5403906517666114E-002 ;  0.53467024450820055     
         956 ;   170.74481269898064      ;  -24126.814854310254      ;  -23956.070041611274      ;   4.6651913773058675      ;   5.6317176897390541E-031 ;   5.5544028153841095E-002 ;  0.53348086226941327     
         957 ;   171.18224021504281      ;  -24127.254081948959      ;  -23956.071841733916      ;   4.6771430321987584      ;   7.4669862652627273E-031 ;   5.5685336574933228E-002 ;  0.53228569678012416     
         958 ;   171.62165047958706      ;  -24127.692988373172      ;  -23956.071337893583      ;   4.6891488609255463      ;   2.6833487883735011E-031 ;   5.5824794486181037E-002 ;  0.53108511390744539     
         959 ;   172.06290879808043      ;  -24128.131822930249      ;  -23956.068914132167      ;   4.7012051832820498      ;   1.2197189093242246E-030 ;   5.5968541996282595E-002 ;  0.52987948167179499     
         960 ;   172.50588005474461      ;  -24128.574034440244      ;  -23956.068154385499      ;   4.7133083075545716      ;   9.4961951936224323E-031 ;   5.6112688621086017E-002 ;  0.52866916924454288     
         961 ;   172.95042852246945      ;  -24129.019359294150      ;  -23956.068930771682      ;   4.7254545253262394      ;   2.1122062056338744E-031 ;   5.6256206568887669E-002 ;  0.52745454746737608     
         962 ;   173.39641849341524      ;  -24129.465485595447      ;  -23956.069067102031      ;   4.7376401287067020      ;   5.5774825514285929E-032 ;   5.6400176857877113E-002 ;  0.52623598712932984     
         963 ;   173.84371379700173      ;  -24129.914452984558      ;  -23956.070739187555      ;   4.7498613971623360      ;   1.7505989887093163E-031 ;   5.6544554641558317E-002 ;  0.52501386028376640     
         964 ;   174.29217761480635      ;  -24130.364205059857      ;  -23956.072027445050      ;   4.7621145924587820      ;   6.1327130956839344E-031 ;   5.6689293396226054E-002 ;  0.52378854075412185     
         965 ;   174.74167328727432      ;  -24130.811661249172      ;  -23956.069987961899      ;   4.7743959807023639      ;   7.9551342126073951E-031 ;   5.6834351452091855E-002 ;  0.52256040192976361     
         966 ;   175.19206371360511      ;  -24131.264748003341      ;  -23956.072684289735      ;   4.7867018159434247      ;   4.9728224471465238E-031 ;   5.6977912689934289E-002 ;  0.52132981840565751     
         967 ;   175.64321162648915      ;  -24131.713984384893      ;  -23956.070772758405      ;   4.7990283476828504      ;   1.1563082603280974E-031 ;   5.7123066727687022E-002 ;  0.52009716523171501     
         968 ;   176.09497978208404      ;  -24132.162304747711      ;  -23956.067324965628      ;   4.8113718260627074      ;   4.6660368657171370E-031 ;   5.7268854537869486E-002 ;  0.51886281739372930     
         969 ;   176.54723098251793      ;  -24132.611492452565      ;  -23956.064261470048      ;   4.8237285024811003      ;   3.8911604839084971E-031 ;   5.7414783759011628E-002 ;  0.51762714975188995     
         970 ;   176.99982788636461      ;  -24133.062561780840      ;  -23956.062733894476      ;   4.8360946244138550      ;   1.4056171176558540E-031 ;   5.7562329289206397E-002 ;  0.51639053755861453     
         971 ;   177.45263312975578      ;  -24133.516015276015      ;  -23956.063382146258      ;   4.8484664387236194      ;   1.4246914855549979E-031 ;   5.7708435303653820E-002 ;  0.51515335612763802     
         972 ;   177.90550940297567      ;  -24133.969411846385      ;  -23956.063902443409      ;   4.8608401937526322      ;   8.5493324752162495E-032 ;   5.7854550909091230E-002 ;  0.51391598062473676     
         973 ;   178.35831964243170      ;  -24134.422870426573      ;  -23956.064550784140      ;   4.8732121445678542      ;   3.0825552302205823E-031 ;   5.8002450946111860E-002 ;  0.51267878554321455     
         974 ;   178.81092688866309      ;  -24134.875742104952      ;  -23956.064815216290      ;   4.8855785490813979      ;   5.1252483100702084E-031 ;   5.8148694027061937E-002 ;  0.51144214509186026     
         975 ;   179.26319431745844      ;  -24135.326866084513      ;  -23956.063671767053      ;   4.8979356689007396      ;   3.0622655978846506E-031 ;   5.8294645648839377E-002 ;  0.51020643310992608     
         976 ;   179.71498571961476      ;  -24135.778409882074      ;  -23956.063424162458      ;   4.9102797824369810      ;   1.3239619150205719E-031 ;   5.8444282345195199E-002 ;  0.50897202175630185     
         977 ;   180.16616501535199      ;  -24136.228317542402      ;  -23956.062152527051      ;   4.9226071716373969      ;   3.5675725507009167E-031 ;   5.8589162168533659E-002 ;  0.50773928283626035     
         978 ;   180.61659579532119      ;  -24136.680932532137      ;  -23956.064336736817      ;   4.9349141094445796      ;   2.5369041399821799E-031 ;   5.8734555268334973E-002 ;  0.50650858905554208     
         979 ;   181.06614228214499      ;  -24137.130871475896      ;  -23956.064729193749      ;   4.9471968860682294      ;   1.4679364063501621E-031 ;   5.8879648115770657E-002 ;  0.50528031139317708     
         980 ;   181.51466949046349      ;  -24137.577102980438      ;  -23956.062433489973      ;   4.9594518133580179      ;   1.2702020507800639E-030 ;   5.9024439238525336E-002 ;  0.50405481866419821     
         981 ;   181.96204292230289      ;  -24138.025124678003      ;  -23956.063081755699      ;   4.9716752164802687      ;   1.5342103240345293E-030 ;   5.9169172400323433E-002 ;  0.50283247835197309     
         982 ;   182.40812855067355      ;  -24138.471090473202      ;  -23956.062961922529      ;   4.9838634334698160      ;   3.2557172030667570E-031 ;   5.9312863318575895E-002 ;  0.50161365665301838     
         983 ;   182.85279263314018      ;  -24138.915890705248      ;  -23956.063098072107      ;   4.9960128101362589      ;   5.8855917143423954E-031 ;   5.9455821116414960E-002 ;  0.50039871898637411     
         984 ;   183.29590221172262      ;  -24139.361440212517      ;  -23956.065538000796      ;   5.0081197137225404      ;   4.5568110116420391E-031 ;   5.9598618146330669E-002 ;  0.49918802862774592     
         985 ;   183.73732447465349      ;  -24139.803510459813      ;  -23956.066185985161      ;   5.0201805154665236      ;   4.2490717118176952E-031 ;   5.9742992040944867E-002 ;  0.49798194845334764     
         986 ;   184.17692818295887      ;  -24140.240690424431      ;  -23956.063762241472      ;   5.0321916295788665      ;   7.1010437245538898E-031 ;   5.9884910683303198E-002 ;  0.49678083704211340     
         987 ;   184.61458253386144      ;  -24140.680400682431      ;  -23956.065818148571      ;   5.0441494821882484      ;   7.4586088662865246E-031 ;   6.0022789416001650E-002 ;  0.49558505178117518     
         988 ;   185.05015688017059      ;  -24141.117262920096      ;  -23956.067106039925      ;   5.0560505036743857      ;   2.1243350730888564E-031 ;   6.0159224784067204E-002 ;  0.49439494963256148     
         989 ;   185.48352200735073      ;  -24141.551404056856      ;  -23956.067882049505      ;   5.0678911635608452      ;   1.3390364777951584E-032 ;   6.0298811198245636E-002 ;  0.49321088364391552     
         990 ;   185.91454961252214      ;  -24141.981031305979      ;  -23956.066481693455      ;   5.0796679562799980      ;   1.8025013476769867E-032 ;   6.0436374865129393E-002 ;  0.49203320437200015     
         991 ;   186.34311177293608      ;  -24142.409857245657      ;  -23956.066745472719      ;   5.0913773866503806      ;   4.3571483484362647E-031 ;   6.0575800543215180E-002 ;  0.49086226133496191     
         992 ;   186.76908132140196      ;  -24142.837370472240      ;  -23956.068289150837      ;   5.1030159801343382      ;   5.3795556028640566E-031 ;   6.0713410559414954E-002 ;  0.48969840198656622     
         993 ;   187.19233239095524      ;  -24143.258069140378      ;  -23956.065736749424      ;   5.1145802977197663      ;   5.2444049880972284E-031 ;   6.0850128128242413E-002 ;  0.48854197022802337     
         994 ;   187.61273964793384      ;  -24143.677844125075      ;  -23956.065104477140      ;   5.1260669149657669      ;   3.2777293406478742E-031 ;   6.0984154832857213E-002 ;  0.48739330850342333     
         995 ;   188.03017939384580      ;  -24144.095291368325      ;  -23956.065111974480      ;   5.1374724521085362      ;   6.6331484232362080E-031 ;   6.1118990907995469E-002 ;  0.48625275478914642     
         996 ;   188.44452917716075      ;  -24144.511056637013      ;  -23956.066527459854      ;   5.1487935634544906      ;   1.4396712048659308E-030 ;   6.1252814248830424E-002 ;  0.48512064365455099     
         997 ;   188.85566711786711      ;  -24144.925657815525      ;  -23956.069990697659      ;   5.1600269189254311      ;   5.3181160599468145E-031 ;   6.1385766848681897E-002 ;  0.48399730810745689     
         998 ;   189.26347228027888      ;  -24145.333854289584      ;  -23956.070382009304      ;   5.1711692142445758      ;   1.5931622734872517E-030 ;   6.1518446727574602E-002 ;  0.48288307857554247     
